product_id,brand,model,model_number,company,product_name,series,processor,graphics_processor,dedicated_graphics,ram_gb,base_clock_ghz,cache,storage_description,storage_gb,storage_type,screen_size_inch,resolution,resolution_width,resolution_height,resolution_pixels,weight_kg,dimensions,length_mm,width_mm,thickness_mm,operating_system,wifi,bluetooth_version,number_of_usb_ports,usb_port_description,usb_2_count,usb_3_count,usb_total_parsed,touch_screen,fingerprint_sensor,internal_mic,pointer_device,battery_cell,colour,mic_in,speakers,multi_card_slot,rj45_lan,hdmi_port,ethernet,price_inr,rating_score,total_ratings,rating_1_pct,rating_2_pct,rating_3_pct,rating_4_pct,rating_5_pct,product_type,id,text,touchpad
LAP_3d0dd2f536cc,HP,ProBook 440,440,hp,"HP Probook 440 Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 14 inch)",ProBook,Intel Core i5 7th Gen 7200U,Intel Integrated HD Graphics 5500,False,4.0,2.5,3MB,1TB,4.0,HDD,14.0,1366x768 pixels,1366.0,768.0,1049088.0,2.1,,,,,Windows 10 Professional,802.11 b/g/n,4.0,2,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,3.0,Silver,Yes,Yes,SD Card Reader,Yes,Standard,10/100/1000 Base T,45500.0,4.33,6.0,0.0,0.0,17.0,33.0,50.0,laptop,LAP_3d0dd2f536cc,"Brand: HP. Model: ProBook 440. Product: HP Probook 440 Laptop (DOS, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 14 inch). Processor: Intel Core i5 7th Gen 7200U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics 5500. Dedicated graphics: No. Screen size: 14.0 inches. Weight: 2.1 kg. Price: ₹45500.0. Rating: 4.33 out of 5.",
LAP_99dea108bdf2,Acer,Aspire E E-15-E5-553,E-15-E5-553,acer,"Acer Aspire E E-15-E5-553 Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch)",Aspire E,AMD APU Quad Core A10 9600P,AMD Radeon R5,,4.0,2.3,2MB,No,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.23,381.60 x 259.00 x 30.20,381.6,259.0,30.2,Windows 10 Home,802.11 a/b/g/n/ac,4.1,4,"1 x USB 2.0, 2 x USB 3.0",1,2,3.0,False,False,Yes,Touchpad,4.0,Black,Yes,Stereo Speakers,SD Card Reader,Yes,,,30990.0,2.99,6.0,17.0,33.0,17.0,0.0,33.0,laptop,LAP_99dea108bdf2,"Brand: Acer. Model: Aspire E E-15-E5-553. Product: Acer Aspire E E-15-E5-553 Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Black, 15.6 inch). Processor: AMD APU Quad Core A10 9600P. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: AMD Radeon R5. Screen size: 15.6 inches. Weight: 2.23 kg. Price: ₹30990.0. Rating: 2.99 out of 5.",Yes
LAP_9e7b54cb2aa3,Asus,VivoBook Max R541UV-DM526T,Max R541UV-DM526T,asus,"Asus Vivobook Max R541UV-DM526T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch)",VivoBook,Intel Core i5 7th Gen 7200U,Nvidia GeForce 920M,,8.0,2.5,3MB,1TB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,1.9,381.00 x 252.00 x 27.60,381.0,252.0,27.6,Windows 10,802.11 b/g/n,4.0,3,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,,Silver,Yes,Yes,Yes,Yes,,10/100,42490.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_9e7b54cb2aa3,"Brand: Asus. Model: VivoBook Max R541UV-DM526T. Product: Asus Vivobook Max R541UV-DM526T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 15.6 inch). Processor: Intel Core i5 7th Gen 7200U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce 920M. Screen size: 15.6 inches. Weight: 1.9 kg. Price: ₹42490.0.",Yes
LAP_984ff033d84d,Asus,A542B-GQ067T,A542B-GQ067T,asus,"Asus A542B-GQ067T Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Dark Grey, 15.6 inch)",,AMD APU Dual Core A9 9420,AMD Radeon R5,,4.0,3.0,1MB,1TB,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.3,380.00 x 251.00 x 23.20,380.0,251.0,23.2,Windows 10,802.11 b/g/n,4.0,4,"1 x USB 2.0, 2 x USB 3.0",1,2,3.0,False,False,Yes,Touchpad,2.0,Dark Grey,Yes,Yes,SD Card Reader,Yes,,10/100/1000 Base T,23900.0,3.0,2.0,0.0,50.0,0.0,50.0,0.0,laptop,LAP_984ff033d84d,"Brand: Asus. Model: A542B-GQ067T. Product: Asus A542B-GQ067T Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Dark Grey, 15.6 inch). Processor: AMD APU Dual Core A9 9420. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: AMD Radeon R5. Screen size: 15.6 inches. Weight: 2.3 kg. Price: ₹23900.0. Rating: 3.0 out of 5.",Yes
LAP_2ff7cabaf4a8,HP,Pavilion x360 14-BA123TU,14-BA123TU,hp,"HP 14-BA123TU Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 14.0 Inch)",Pavilion x360,Intel Core i5 8th Gen 8250U,Intel Integrated UHD Graphics 620,False,8.0,1.6,6MB,1TB,8.0,HDD,14.0,1920x1080 pixels,1920.0,1080.0,2073600.0,1.72,226.80 x 334.80 x 19.80,226.8,334.8,19.8,Windows 10,802.11 ac,4.2,3,2 x USB 3.0,0,2,2.0,True,False,Yes,Touchpad,3.0,Silver,Yes,Yes,3 in 1 card Reader,,Standard,,65990.0,5.0,3.0,0.0,0.0,0.0,0.0,100.0,laptop,LAP_2ff7cabaf4a8,"Brand: HP. Model: Pavilion x360 14-BA123TU. Product: HP 14-BA123TU Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Silver, 14.0 Inch). Processor: Intel Core i5 8th Gen 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel Integrated UHD Graphics 620. Dedicated graphics: No. Screen size: 14.0 inches. Weight: 1.72 kg. Price: ₹65990.0. Rating: 5.0 out of 5.",Yes
LAP_426f707facb9,Asus,R541UJ-DM174,R541UJ-DM174,asus,"Asus R541UJ-DM174 Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,Intel Core i5 7th Gen 7200U,Nvidia,,8.0,2.5,3MB,No,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,1.9,381.00 x 252.00 x 27.60,381.0,252.0,27.6,DOS,802.11 b/g/n,4.0,3,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,,Chocolate Black,Yes,Yes,Yes,Yes,,10/100,41900.0,2.67,15.0,40.0,13.0,7.0,20.0,20.0,laptop,LAP_426f707facb9,"Brand: Asus. Model: R541UJ-DM174. Product: Asus R541UJ-DM174 Laptop (Linux, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 7th Gen 7200U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia. Screen size: 15.6 inches. Weight: 1.9 kg. Price: ₹41900.0. Rating: 2.67 out of 5.",Yes
LAP_a710eea3a060,Asus,VivoBook S510UN-BQ217T,S510UN-BQ217T,asus,"Asus S510UN-BQ217T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch)",VivoBook,Intel Core i5 8250U,Nvidia GeForce MX150,,8.0,1.6,6MB,1TB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,1.7,361.00 x 243.00 x 17.90,361.0,243.0,17.9,Windows 10,802.11 ac,4.1,4,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,3.0,Gold,Yes,Yes,SDXC Card Reader,,,,49990.0,3.67,12.0,17.0,8.0,8.0,25.0,42.0,laptop,LAP_a710eea3a060,"Brand: Asus. Model: VivoBook S510UN-BQ217T. Product: Asus S510UN-BQ217T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Gold, 15.6 inch). Processor: Intel Core i5 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce MX150. Screen size: 15.6 inches. Weight: 1.7 kg. Price: ₹49990.0. Rating: 3.67 out of 5.",Yes
LAP_0cb65d628eec,Dell,Inspiron 11 3162,3162,dell,"Dell Inspiron 3162 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Blue, 11.6 inch)",Inspiron 11,Intel Pentium Quad Core 4th Gen N3050,Intel HD Graphics 405,False,2.0,1.6,2MB,500GB,2.0,HDD,11.6,1366x768 pixels,1366.0,768.0,1049088.0,1.22,292.00 x 196.00 x 18.40,292.0,196.0,18.4,Windows 10 Home,802.11 b/g/n,4.0,2,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,2.0,Red,,2 Speakers,1 Micro SD Card Reader,,Standard,,15990.0,3.44,491.0,24.0,5.0,12.0,21.0,38.0,laptop,LAP_0cb65d628eec,"Brand: Dell. Model: Inspiron 11 3162. Product: Dell Inspiron 3162 Laptop (Windows 10, 2GB RAM, 32GB HDD, Intel Celeron, Blue, 11.6 inch). Processor: Intel Pentium Quad Core 4th Gen N3050. RAM: 2.0 GB. Storage capacity: 2.0 GB. Storage type: HDD. Graphics processor: Intel HD Graphics 405. Dedicated graphics: No. Screen size: 11.6 inches. Weight: 1.22 kg. Price: ₹15990.0. Rating: 3.44 out of 5.",
LAP_981c8e61f2fa,Asus,X200MA-KX643D,X200MA-KX643D,asus,"Asus X200MA-KX643D Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch)",,Intel Celeron Dual Core 1st Gen N2840,Intel Integrated Graphics,False,2.0,2.16,1MB,500GB,2.0,HDD,11.6,1366x768 pixels,1366.0,768.0,1049088.0,1.2,200.00 x 302.00 x 30.00,200.0,302.0,30.0,DOS,802.11 b/g/n,4.0,3,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,3.0,Black,Yes,Yes,2 in 1 Card Reader,Yes,Standard,10/100 T,16260.0,3.52,14.0,14.0,14.0,14.0,21.0,36.0,laptop,LAP_981c8e61f2fa,"Brand: Asus. Model: X200MA-KX643D. Product: Asus X200MA-KX643D Laptop (DOS, 2GB RAM, 500GB HDD, Intel Celeron, Black, 11.6 inch). Processor: Intel Celeron Dual Core 1st Gen N2840. RAM: 2.0 GB. Storage capacity: 2.0 GB. Storage type: HDD. Graphics processor: Intel Integrated Graphics. Dedicated graphics: No. Screen size: 11.6 inches. Weight: 1.2 kg. Price: ₹16260.0. Rating: 3.52 out of 5.",
LAP_ab83394ee98e,Asus,VivoBook Max R541UV-GO573T,Max R541UV-GO573T,asus,"Asus Vivobook Max R541UV-GO573T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",VivoBook,Intel Core i5 7th Gen 7200U,Nvidia GeForce 920MX,,8.0,2.5,3MB,1TB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.0,381.00 x 252.00 x 27.60,381.0,252.0,27.6,Windows 10,802.11 b/g/n,4.0,3,"1 x USB 2.0, 1 x USB 3.0",1,1,2.0,False,False,Yes,Touchpad,3.0,Black,Yes,Yes,SD Card Reader,Yes,,10/100,47900.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_ab83394ee98e,"Brand: Asus. Model: VivoBook Max R541UV-GO573T. Product: Asus Vivobook Max R541UV-GO573T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 7th Gen 7200U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce 920MX. Screen size: 15.6 inches. Weight: 2.0 kg. Price: ₹47900.0.",Yes
LAP_8de01c7abf2b,Asus,ROG GL503VD-FY242T,GL503VD-FY242T,asus,"Asus Rog GL503VD-FY242T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",ROG,Intel Core i5 7th Gen 7300HQ,Nvidia GeForce GTX 1050,,8.0,2.5,6MB,No,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.5,384.00 x 262.00 x 23.00,384.0,262.0,23.0,Windows 10,802.11 ac,4.1,5,"1 x USB 2.0, 3 x USB 3.0",1,3,4.0,False,False,Yes,Touchpad,4.0,Black,Yes,Yes,,Yes,,10/100/1000 Base T,71150.0,4.5,4.0,0.0,0.0,25.0,0.0,75.0,laptop,LAP_8de01c7abf2b,"Brand: Asus. Model: ROG GL503VD-FY242T. Product: Asus Rog GL503VD-FY242T Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 7th Gen 7300HQ. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce GTX 1050. Screen size: 15.6 inches. Weight: 2.5 kg. Price: ₹71150.0. Rating: 4.5 out of 5.",Yes
LAP_b825bbedfdeb,Dell,Vostro 3000 3578,3000 3578,dell,"Dell Vostro 15 3578 3578 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Vostro,Intel Core i5 8th Gen 8250U,AMD Radeon 520 Graphics,,8.0,1.6,6MB,1TB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.18,380.00 x 260.00 x 23.70,380.0,260.0,23.7,Windows 10 Home,802.11 ac,4.1,3,"1 x USB 2.0, 2 x USB 3.0",1,2,3.0,False,False,Yes,Touchpad,,Black,Yes,Stereo Speakers,SD Card Reader,Yes,,10/100/1000 Base T,47990.0,3.76,547.0,14.0,6.0,11.0,28.0,41.0,laptop,LAP_b825bbedfdeb,"Brand: Dell. Model: Vostro 3000 3578. Product: Dell Vostro 15 3578 3578 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 8th Gen 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: AMD Radeon 520 Graphics. Screen size: 15.6 inches. Weight: 2.18 kg. Price: ₹47990.0. Rating: 3.76 out of 5.",Yes
LAP_a82085ca9789,HP,Pavilion X360 14-BF125TX,X360 14-BF125TX,hp,"HP Pavilion X360 14-BF125TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Mineral Silver, 14 inch)",Pavilion,Intel Core i5 8th Gen 8250U,Nvidia GeForce 940MX,,8.0,1.6,6MB,No,8.0,HDD,14.0,1920x1080 pixels,1920.0,1080.0,2073600.0,1.62,324.00 x 227.60 x 19.80,324.0,227.6,19.8,Windows 10 Home,802.11 ac,4.2,3,2 x USB 3.0,0,2,2.0,False,False,Yes,Touchpad,3.0,Mineral Silver,Yes,Yes,,Yes,,Gigabit Ethernet,61990.0,3.0,4.0,25.0,0.0,25.0,50.0,0.0,laptop,LAP_a82085ca9789,"Brand: HP. Model: Pavilion X360 14-BF125TX. Product: HP Pavilion X360 14-BF125TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Mineral Silver, 14 inch). Processor: Intel Core i5 8th Gen 8250U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce 940MX. Screen size: 14.0 inches. Weight: 1.62 kg. Price: ₹61990.0. Rating: 3.0 out of 5.",Yes
LAP_5c37545888b4,Acer,Aspire 3 A315-33,A315-33,acer,"Acer Aspire 3 Notebook A315-33 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Obsidian Black, 15.6 inch)",Aspire 3,Intel Celeron Dual Core 6006U,Intel Integrated HD Graphics 520,False,4.0,2.0,3MB,500GB,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.1,381.60 x 259.00 x 21.00,381.6,259.0,21.0,Windows 10,802.11 a/b/g/n/ac,4.1,3,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,2.0,Obsidian Black,Yes,Stereo Speakers,SD Card Reader,Yes,,Gigabit Ethernet,40000.0,,,0.0,0.0,0.0,0.0,0.0,laptop,LAP_5c37545888b4,"Brand: Acer. Model: Aspire 3 A315-33. Product: Acer Aspire 3 Notebook A315-33 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Obsidian Black, 15.6 inch). Processor: Intel Celeron Dual Core 6006U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics 520. Dedicated graphics: No. Screen size: 15.6 inches. Weight: 2.1 kg. Price: ₹40000.0.",Yes
LAP_73566b858191,Lenovo,IdeaPad 320E-15IKB,320E-15IKB,lenovo,"Lenovo Ideapad 320E-15IKB Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",IdeaPad,Intel Core i5 7th Gen 7200U,Nvidia GeForce 940MX,,4.0,2.5,3MB,1TB,4.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.2,379.00 x 260.00 x 22.90,379.0,260.0,22.9,Windows 10,,4.1,3,2 x USB 3.0,0,2,2.0,False,False,Yes,Touchpad,2.0,Black,Yes,2 Speakers,,Yes,,100/1000 Base T,43400.0,3.0,20.0,35.0,5.0,10.0,25.0,25.0,laptop,LAP_73566b858191,"Brand: Lenovo. Model: IdeaPad 320E-15IKB. Product: Lenovo Ideapad 320E-15IKB Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 7th Gen 7200U. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce 940MX. Screen size: 15.6 inches. Weight: 2.2 kg. Price: ₹43400.0. Rating: 3.0 out of 5.",Yes
LAP_d5af608e69ef,Dell,Inspiron 13 7000 7348,7348,dell,"Dell Inspiron 7348 Laptop (Windows 8.1, 8GB RAM, 500GB HDD, Intel Core i5, Silver, 13.3 inch)",Inspiron 13 7000,Intel Core i5 5th Gen 5200U,Intel HD Graphics,False,8.0,2.2,3MB,1TB,8.0,HDD,13.2,1920x1080 pixels,1920.0,1080.0,2073600.0,1.67,330.00 x 222.00 x 19.00,330.0,222.0,19.0,Windows 8 Professional,802.11 b/g/n,4.0,3,"1 x USB 2.0, 2 x USB 3.0",1,2,3.0,True,False,Yes,Touchpad,3.0,Silver,Yes,2 Speakers,,,Standard,,59990.0,4.14,7.0,0.0,0.0,29.0,29.0,43.0,laptop,LAP_d5af608e69ef,"Brand: Dell. Model: Inspiron 13 7000 7348. Product: Dell Inspiron 7348 Laptop (Windows 8.1, 8GB RAM, 500GB HDD, Intel Core i5, Silver, 13.3 inch). Processor: Intel Core i5 5th Gen 5200U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Intel HD Graphics. Dedicated graphics: No. Screen size: 13.2 inches. Weight: 1.67 kg. Price: ₹59990.0. Rating: 4.14 out of 5.",Yes
LAP_8fa6228677c5,Acer,Nitro 5 AN515-52-76VR,5 AN515-52-76VR,acer,"Acer Nitro 5 AN515-52-76VR Laptop (Windows 10 Home, 8GB RAM, 16GB HDD, Intel Core i7, Black, 15.6 inch)",Nitro,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,,8.0,2.5,6MB,16GB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.7,390.00 x 266.00 x 26.75,390.0,266.0,26.75,Windows 10 Home,802.11 a/b/g/n/ac,4.0,4,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,4.0,Black,Yes,Stereo Speakers,,Yes,,Gigabit Ethernet,72990.0,3.91,129.0,14.0,3.0,12.0,19.0,51.0,laptop,LAP_8fa6228677c5,"Brand: Acer. Model: Nitro 5 AN515-52-76VR. Product: Acer Nitro 5 AN515-52-76VR Laptop (Windows 10 Home, 8GB RAM, 16GB HDD, Intel Core i7, Black, 15.6 inch). Processor: Intel Core i5 7300HQ. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce GTX 1050. Screen size: 15.6 inches. Weight: 2.7 kg. Price: ₹72990.0. Rating: 3.91 out of 5.",Yes
LAP_15935e37628e,Asus,K555LD-XX645D,K555LD-XX645D,asus,"Asus K555LD-XX645D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Dark Blue Metal, 15.6 inch)",,Intel Core i7 5th Gen 5500U,Nvidia GeForce 820M,,8.0,2.4,4MB,1TB,8.0,HDD,15.6,1366x768 pixels,1366.0,768.0,1049088.0,2.3,382.00 x 256.00 x 25.30,382.0,256.0,25.3,DOS,,,3,"1 x USB 2.0, 2 x USB 3.0",1,2,3.0,False,False,Yes,Touchpad,2.0,Dark Blue Metal,Yes,Yes,SD Card Reader,Yes,Standard,,48999.0,3.17,6.0,33.0,0.0,17.0,17.0,33.0,laptop,LAP_15935e37628e,"Brand: Asus. Model: K555LD-XX645D. Product: Asus K555LD-XX645D Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i7, Dark Blue Metal, 15.6 inch). Processor: Intel Core i7 5th Gen 5500U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce 820M. Screen size: 15.6 inches. Weight: 2.3 kg. Price: ₹48999.0. Rating: 3.17 out of 5.",Yes
LAP_984f6fcc0742,Acer,Nitro 5 AN515-31-58SH,5 AN515-31-58SH,acer,"Acer Nitro 5 AN515-31-58SH Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Nitro,Intel Core i5 7300HQ,Nvidia GeForce GTX 1050,,8.0,2.5,6MB,1TB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.7,390.00 x 266.00 x 26.75,390.0,266.0,26.75,DOS,802.11 a/b/g/n/ac,4.0,4,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,4.0,Black,Yes,Stereo Speakers,,Yes,,Gigabit Ethernet,65990.0,3.62,8.0,13.0,0.0,38.0,13.0,38.0,laptop,LAP_984f6fcc0742,"Brand: Acer. Model: Nitro 5 AN515-31-58SH. Product: Acer Nitro 5 AN515-31-58SH Laptop (DOS, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch). Processor: Intel Core i5 7300HQ. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce GTX 1050. Screen size: 15.6 inches. Weight: 2.7 kg. Price: ₹65990.0. Rating: 3.62 out of 5.",Yes
LAP_bb9b6c5d44ba,Dell,Inspiron 3000 3169,3169,dell,"Dell Inspiron 3169 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core m3, Blue, 11.6 inch)",Inspiron 3000,Intel Core m3 6th Gen,Intel Integrated HD Graphics,False,4.0,2.2,,500GB,4.0,HDD,11.6,1366x768 pixels,1366.0,768.0,1049088.0,1.4,287.60 x 201.90 x 20.90,287.6,201.9,20.9,Windows 10 Home,802.11 ac,4.0,3,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,True,False,Yes,Touchpad,2.0,Blue,Yes,2 Speakers,1 Micro SD Card Reader,,Standard,Gigabit Ethernet,30990.0,3.04,28.0,29.0,7.0,25.0,11.0,29.0,laptop,LAP_bb9b6c5d44ba,"Brand: Dell. Model: Inspiron 3000 3169. Product: Dell Inspiron 3169 Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core m3, Blue, 11.6 inch). Processor: Intel Core m3 6th Gen. RAM: 4.0 GB. Storage capacity: 4.0 GB. Storage type: HDD. Graphics processor: Intel Integrated HD Graphics. Dedicated graphics: No. Screen size: 11.6 inches. Weight: 1.4 kg. Price: ₹30990.0. Rating: 3.04 out of 5.",
LAP_b578628b2d97,Acer,Nitro 5 AN515-41-F6VS,5 AN515-41-F6VS,acer,"Acer Nitro 5 AN515-41-F6VS Laptop (Windows 10, 8GB RAM, 256GB HDD, AMD Black, 15.6 inch)",Nitro,AMD Core i5 7300HQ,Nvidia GeForce GTX 1050,,8.0,2.5,6MB,256GB,8.0,HDD,15.6,1920x1080 pixels,1920.0,1080.0,2073600.0,2.7,390.00 x 266.00 x 26.75,390.0,266.0,26.75,Windows 10,802.11 a/b/g/n/ac,4.0,4,"2 x USB 2.0, 1 x USB 3.0",2,1,3.0,False,False,Yes,Touchpad,4.0,Black,Yes,Stereo Speakers,,Yes,,Gigabit Ethernet,92404.0,3.0,2.0,50.0,0.0,0.0,0.0,50.0,laptop,LAP_b578628b2d97,"Brand: Acer. Model: Nitro 5 AN515-41-F6VS. Product: Acer Nitro 5 AN515-41-F6VS Laptop (Windows 10, 8GB RAM, 256GB HDD, AMD Black, 15.6 inch). Processor: AMD Core i5 7300HQ. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: HDD. Graphics processor: Nvidia GeForce GTX 1050. Screen size: 15.6 inches. Weight: 2.7 kg. Price: ₹92404.0. Rating: 3.0 out of 5.",Yes
LAP_9371eaaf7e4c,Xiaomi,Mi Notebook 14,,xiaomi,"Xiaomi Mi Notebook 14 Laptop (Windows 10 Home, 8GB RAM, 512GB SSD, Intel Core i5 10210U, 10th Gen, Silver, 14.0 Inch)",Mi Notebook,Intel Core i5 10th Gen 10210U,Nvidia GeForce MX250,True,8.0,1.6,,,8.0,SSD,14.0,1920x1080 pixels,1920.0,1080.0,2073600.0,1.5,228.00 x 323.00 x 17.95,228.0,323.0,17.95,Windows 10 Home,802.11 a/g/n/ac,5.0,3,"1 x USB 2.0, 2 x USB 3.1 Gen 1 (Type A)",1,2,3.0,False,False,Yes,Touchpad,,Silver,,Stereo Speakers,,,Yes,,43999.0,2.18,6.0,67.0,0.0,0.0,17.0,17.0,laptop,LAP_9371eaaf7e4c,"Brand: Xiaomi. Model: Mi Notebook 14. Product: Xiaomi Mi Notebook 14 Laptop (Windows 10 Home, 8GB RAM, 512GB SSD, Intel Core i5 10210U, 10th Gen, Silver, 14.0 Inch). Processor: Intel Core i5 10th Gen 10210U. RAM: 8.0 GB. Storage capacity: 8.0 GB. Storage type: SSD. Graphics processor: Nvidia GeForce MX250. Dedicated graphics: Yes. Screen size: 14.0 inches. Weight: 1.5 kg. Price: ₹43999.0. Rating: 2.18 out of 5.",Yes
